system:index,mean,.geo
20200707T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T08_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T09_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T10_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T11_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T12_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T13_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T14_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T15_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T16_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T17_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T18_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T19_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T20_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T21_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T22_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200707T23_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T00_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T08_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T09_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T10_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T11_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T12_0,8.195638656616211E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T13_0,2.9206275939941406E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T14_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T15_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T16_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T17_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T18_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T19_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T20_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T21_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T22_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200708T23_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T00_0,4.51505184173584E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T05_0,4.470348358154297E-8,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T06_0,8.940696716308594E-8,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T07_0,9.5367431640625E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T08_0,9.5367431640625E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T09_0,9.5367431640625E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T10_0,1.3738869597546E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T11_0,1.3738869597546E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T12_0,1.8119811215910886E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T13_0,1.8133301296074933E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T14_0,2.233542886642681E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T15_0,2.6686567480282974E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T16_0,2.6716369916357507E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T17_0,2.6716369916357507E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T18_0,3.097031481047452E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T19_0,3.10078939946834E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T20_0,3.10078939946834E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T21_0,3.10078939946834E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T22_0,3.524079147609882E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200709T23_0,5.260020770947449E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T00_0,7.378966074611526E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T01_0,5.766749382019043E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T02_0,1.31167471408844E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T03_0,1.7583370208740234E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T04_0,1.8849968910217285E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T05_0,1.9274652004241943E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T06_0,1.9282102584838867E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T07_0,3.622472286224365E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T08_0,1.4263391494750977E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T09_0,3.3707916736602783E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T10_0,4.75957989692688E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T11_0,4.8248469829559326E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T12_0,4.833042621612549E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T13_0,4.850327968597412E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T14_0,4.998743534088135E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T15_0,5.372166633605957E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T16_0,5.483627319335938E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T17_0,5.671381950378418E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T18_0,5.68002462387085E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T19_0,5.679726600646973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T20_0,5.679726600646973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T21_0,5.679726600646973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T22_0,5.679726600646973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200710T23_0,5.679726600646973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T00_0,5.679726600646973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T08_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T09_0,3.8743019104003906E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T10_0,3.8743019104003906E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T11_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T12_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T13_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T14_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T15_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T16_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T17_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T18_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T19_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T20_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T21_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T22_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200711T23_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T00_0,1.239776509009971E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T08_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T09_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T10_0,8.597968985668558E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T11_0,8.52346317969932E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T12_0,8.52346317969932E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T13_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T14_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T15_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T16_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T17_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T18_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T19_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T20_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T21_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T22_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200712T23_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T00_0,8.523463748133508E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T08_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T09_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T10_0,4.261732051702438E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T11_0,4.261732051702438E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T12_0,4.261732051702438E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T13_0,4.261732051702438E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T14_0,4.261732051702438E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T15_0,4.261732051702438E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T16_0,8.553265615773853E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T17_0,8.583068620282575E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T18_0,8.612871056357108E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T19_0,8.553266184208042E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T20_0,8.553266184208042E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T21_0,8.553266184208042E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T22_0,8.553266184208042E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200713T23_0,8.553266184208042E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T00_0,1.7225742112714215E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T02_0,4.4796615839004517E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T03_0,1.5114247798919678E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T04_0,6.843730807304382E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T05_0,0.0014684349298477173,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T06_0,0.001622028648853302,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T07_0,0.0022031590342521667,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T08_0,0.002291470766067505,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T09_0,0.0023832693696022034,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T10_0,0.0024330854415843817,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T11_0,0.0024330854415879344,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T12_0,0.0024571210145936107,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T13_0,0.0024984121322617625,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T14_0,0.0025402843952164744,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T15_0,0.0025827378034577464,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T16_0,0.0026377081871018504,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T17_0,0.002951243519781599,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T18_0,0.0031417101621613597,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T19_0,0.0031498461961732005,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T20_0,0.0031498461961732005,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T21_0,0.0031498461961732005,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T22_0,0.003155583143232832,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200714T23_0,0.0031596213579163646,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T00_0,0.0031596213579163646,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T01_0,2.5350600481033325E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T02_0,2.2374093532562256E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T03_0,4.140287637710571E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T04_0,7.947534322738647E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T05_0,1.5066564083099365E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T06_0,2.1369755268096924E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T07_0,2.509891986797186E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T08_0,2.719938754012219E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T09_0,2.937644719054333E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T10_0,3.7528872479697384E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T11_0,4.408538340499035E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T12_0,4.8722624768515743E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T13_0,5.310207604338757E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T14_0,5.707174538542858E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T15_0,6.365060805251233E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T16_0,6.870806216170422E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T17_0,6.870839619068647E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T18_0,6.870690607456709E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T19_0,6.870690607456709E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T20_0,6.870690607456709E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T21_0,6.870690607456709E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T22_0,6.870690607456709E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200715T23_0,6.870690607456709E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T00_0,6.871286653904463E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T01_0,4.284083843231201E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T02_0,4.284083843231201E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T03_0,4.3213367462158203E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T04_0,4.991888999938965E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T05_0,1.0952353477478027E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T06_0,1.0952353477478027E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T07_0,2.4065375328063965E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T08_0,2.4512410163879395E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T09_0,5.552172660827637E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T10_0,1.0153651237487793E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T11_0,1.3718008995056152E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T12_0,1.5263259410858154E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T13_0,1.783907413432928E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T14_0,2.0044445991018733E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T15_0,2.1540522574881038E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T16_0,2.3012757300833186E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T17_0,2.3090243339041194E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T18_0,2.3090243339041194E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T19_0,2.3131966590383968E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T20_0,2.3444890975454769E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T21_0,2.3722052573660335E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T22_0,2.3897886275747737E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200716T23_0,2.4222731589773616E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T00_0,2.439558505962225E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T01_0,8.158385753631592E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T02_0,3.3937394618988037E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T03_0,5.111098289489746E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T04_0,6.787478923797607E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T05_0,6.884336471557617E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T06_0,7.82310962677002E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T07_0,7.82310962677002E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T08_0,7.82310962677002E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T09_0,1.2025237083435059E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T10_0,2.4944543838500977E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T11_0,6.085634231567383E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T12_0,9.360909461975098E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T13_0,1.1238455772399902E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T14_0,1.7407834519644894E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T15_0,2.0923018445273556E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T16_0,2.2648572911521114E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T17_0,2.3539662350913204E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T18_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T19_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T20_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T21_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T22_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200717T23_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T00_0,2.3703575124045528E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T08_0,7.748603820800781E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T09_0,1.2218952178955078E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T10_0,1.2218952178955078E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T11_0,6.109476089477539E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T12_0,6.273388862609863E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T13_0,6.273388862609863E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T14_0,6.273388862609863E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T15_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T16_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T17_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T18_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T19_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T20_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T21_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T22_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200718T23_0,6.288290023803711E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
