system:index,mean,.geo
20200123T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T06_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T07_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T08_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T09_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T10_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T11_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T12_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T13_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T14_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T15_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T16_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T17_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T18_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T19_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T20_0,8.52346317969932E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T21_0,1.7046927496267017E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T22_0,1.7046927496267017E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200123T23_0,1.7046927496267017E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T00_0,1.7046927496267017E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T04_0,4.842877388000488E-8,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T05_0,5.21540641784668E-8,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T06_0,1.043081283569336E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T07_0,3.129243850708008E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T08_0,3.650784492492676E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T09_0,4.172325134277344E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T10_0,4.172325134277344E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T11_0,7.972121238708496E-7,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T12_0,1.2293457984924316E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T13_0,1.6540288925170898E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T14_0,1.6540288925170898E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T15_0,1.6540288925170898E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T16_0,2.518296241760254E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T17_0,5.140900611877441E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T18_0,1.0117888450622559E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T19_0,1.500546932220459E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T20_0,1.6629695892333984E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T21_0,1.9028782844543457E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T22_0,1.9878149032592773E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200124T23_0,2.0712614059448242E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T00_0,2.156198024749756E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T01_0,1.6521662473678589E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T02_0,3.285706043243408E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T03_0,1.6637146472930908E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T04_0,4.287809133529663E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T05_0,5.777180194854736E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T06_0,8.404254913330078E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T07_0,9.601563215255737E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T08_0,1.1211633682250977E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T09_0,1.2643635272979736E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T10_0,1.3005733489990234E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T11_0,1.3086199760437012E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T12_0,1.3421475887298584E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T13_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T14_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T15_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T16_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T17_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T18_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T19_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T20_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T21_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T22_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200125T23_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T00_0,1.3506412506103516E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T03_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T04_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T05_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T06_0,4.895031452178955E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T07_0,1.7254799604415894E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T08_0,2.7710944414138794E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T09_0,2.8518587350845337E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T10_0,2.9118359088897705E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T11_0,2.9968023289939083E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T12_0,3.0972361554404415E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T13_0,3.2486319531699337E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T14_0,3.417611121108166E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T15_0,3.43480706135324E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T16_0,3.444284043894186E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T17_0,3.444254397209079E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T18_0,3.4606456745223113E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T19_0,3.468692301566989E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T20_0,3.503113983924777E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T21_0,3.656297920997531E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T22_0,0.001282338972089292,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200126T23_0,0.0021899120759485413,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T00_0,0.002826310868215387,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T01_0,8.708871901035309E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T02_0,0.0018971972167491913,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T03_0,0.0025973767042160034,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T04_0,0.0027648061513900757,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T05_0,0.0028663799166679382,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T06_0,0.0029786303639411926,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T07_0,0.003694579005241394,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T08_0,0.004793994128704071,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T09_0,0.005830422043800354,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T10_0,0.0066167935729026794,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T11_0,0.007402949035167694,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T12_0,0.007590539753437042,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T13_0,0.00783984363079071,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T14_0,0.008269533514976501,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T15_0,0.008540958166122437,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T16_0,0.008839473128318787,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T17_0,0.009275391697883606,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T18_0,0.00944429636001587,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T19_0,0.00966036319732666,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T20_0,0.009909018874168396,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T21_0,0.010128307342426979,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T22_0,0.01042248606671592,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200127T23_0,0.010534378886120521,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T00_0,0.010736903548206556,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T01_0,6.560981273651123E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T02_0,1.424923539161682E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T03_0,5.394630134105682E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T04_0,0.0017796903848648071,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T05_0,0.0023144856095314026,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T06_0,0.0023400038480758667,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T07_0,0.0023958832025527954,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T08_0,0.002483643591403961,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T09_0,0.002516798675060272,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T10_0,0.002581000328063965,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T11_0,0.0026594549417495728,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T12_0,0.0027170926332473755,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T13_0,0.0028172731399536133,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T14_0,0.0028774887323379517,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T15_0,0.0028799772262573242,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T16_0,0.0028816163539886475,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T17_0,0.0029410570859909058,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T18_0,0.003122389316558838,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T19_0,0.0036264359951019287,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T20_0,0.003641486167907715,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T21_0,0.0036451518535614014,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T22_0,0.0036522746086120605,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200128T23_0,0.0036932528018951416,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T00_0,0.0038633346557617188,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T01_0,1.998692750930786E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T02_0,3.18281352519989E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T03_0,3.936588764190674E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T04_0,4.898160696029663E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T05_0,5.638822913169861E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T06_0,5.926117300987244E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T07_0,6.092935800552368E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T08_0,6.224140524864197E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T09_0,6.257519125938416E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T10_0,6.680339574813843E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T11_0,7.962882518768311E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T12_0,8.168622850348584E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T13_0,8.176371454169384E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T14_0,8.192688225676648E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T15_0,8.192688225676648E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T16_0,8.192688225676648E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T17_0,8.20124149242929E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T18_0,8.201241492997724E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T19_0,8.201271295433799E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T20_0,8.205473422435716E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T21_0,8.209854363485647E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T22_0,8.213988234615499E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200129T23_0,8.214018034777837E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T00_0,8.214047829824267E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T01_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T02_0,0.0,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T03_0,3.255903720855713E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T04_0,8.277595043182373E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T05_0,8.27014446258545E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T06_0,8.27014446258545E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T07_0,9.134411811828613E-6,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T08_0,1.0818243026733398E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T09_0,1.2487173080444336E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T10_0,2.282261848449707E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T11_0,0.002168998122215271,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T12_0,0.003528505563735962,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T13_0,0.0046983808279037476,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T14_0,0.004741549491882324,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T15_0,0.004823833703994751,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T16_0,0.005046159029006958,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T17_0,0.005069658160209656,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T18_0,0.005072745680706703,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T19_0,0.005072745680706703,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T20_0,0.005072745680706703,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T21_0,0.005072745680706703,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T22_0,0.005072745680706703,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200130T23_0,0.005072835087673866,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T00_0,0.005073699355023109,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T01_0,1.1077150702476501E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T02_0,5.1779672503471375E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T03_0,1.5318766236305237E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T04_0,1.8379837274551392E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T05_0,2.5377795100212097E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T06_0,2.9065459966659546E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T07_0,3.640905021597973E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T08_0,3.725543617179028E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T09_0,4.408389328887097E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T10_0,4.789039491583935E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T11_0,5.38322329418861E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T12_0,5.892246960570446E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T13_0,6.002068518569104E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T14_0,6.128728388716809E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T15_0,6.180286406447522E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T16_0,6.2704384316703E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T17_0,6.40738010304176E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T18_0,6.467282771041027E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T19_0,6.501257418563E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T20_0,6.643712519576184E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T21_0,6.953656672408215E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T22_0,7.508277892043225E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200131T23_0,7.721066473891369E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T00_0,7.88438320057594E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T01_0,3.8018450140953064E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T02_0,2.1646171808242798E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T03_0,8.60903412103653E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T04_0,0.0028045400977134705,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T05_0,0.004792608320713043,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T06_0,0.0063989609479904175,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T07_0,0.008382312953472137,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T08_0,0.010569128394024574,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T09_0,0.01171330213537658,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T10_0,0.01197176277634071,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T11_0,0.012011519074405896,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T12_0,0.012068352103199231,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T13_0,0.012086591124500501,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T14_0,0.012098795175518262,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T15_0,0.012117406725849378,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T16_0,0.012371560931171643,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T17_0,0.012551134824718702,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T18_0,0.012956744432415235,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T19_0,0.013190349936451184,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T20_0,0.013392305374111402,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T21_0,0.013454636931385267,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T22_0,0.01353168986554465,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200201T23_0,0.013639499592954962,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T00_0,0.013656651129167585,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T01_0,7.897242903709412E-5,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T02_0,4.0942803025245667E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T03_0,0.0010895207524299622,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T04_0,0.002069801092147827,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T05_0,0.002688959240913391,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T06_0,0.0028977468609809875,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T07_0,0.0036882907152175903,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T08_0,0.004141010344028473,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T09_0,0.004161149263381958,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T10_0,0.004162006080150604,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T11_0,0.004162997007369995,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T12_0,0.004172399640083313,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T13_0,0.004182741045951843,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T14_0,0.004223570227622986,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T15_0,0.004224345088005066,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T16_0,0.004252895712852478,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T17_0,0.0043831467628479,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T18_0,0.004562392830848694,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T19_0,0.005146533250808716,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T20_0,0.0056139081716537476,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T21_0,0.006214889883892738,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T22_0,0.0067344188689162365,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200202T23_0,0.007056552171604835,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T00_0,0.007352057099240028,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T01_0,3.088880330324173E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T02_0,8.18837434053421E-4,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T03_0,0.0014750882983207703,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T04_0,0.001765221357345581,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T05_0,0.0018952637910842896,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T06_0,0.001913994550704956,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T07_0,0.0019148588180541992,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T08_0,0.0019165754317214123,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T09_0,0.0019165754317214123,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T10_0,0.0019365876912047497,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T11_0,0.001954856514828407,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T12_0,0.0019837498663832775,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T13_0,0.002028214931385719,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T14_0,0.002099800109760963,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T15_0,0.0021605819462706677,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T16_0,0.002406838536160194,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T17_0,0.0033473849295546643,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T18_0,0.004305514693157875,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T19_0,0.0045428305863310925,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
20200203T20_0,0.0057234227656977055,"{""type"":""Point"",""coordinates"":[2.3522,48.8566]}"
